rep,storm_roc_auc,background_roc_auc,storm_pr_auc,background_pr_auc,storm_brier,background_brier,storm_log_loss,background_log_loss
160,0.5202797202797202,0.6286713286713287,0.11035877211311956,0.18472188023767816,0.12274241757483251,0.14869879569173422,0.41048309549476325,0.4605273921629607
161,0.4342657342657343,0.6286713286713287,0.09294971388592854,0.18472188023767816,0.14813796820002248,0.14869879569173422,0.4656968924092663,0.4605273921629606
162,0.5979020979020979,0.6286713286713287,0.13596071747771643,0.18472188023767816,0.12249374058862333,0.14869879569173422,0.4059766331467098,0.4605273921629606
163,0.5391608391608392,0.6286713286713287,0.11276312254066442,0.18472188023767816,0.12982195494738902,0.14869879569173422,0.42444355943219236,0.4605273921629607
164,0.672027972027972,0.6286713286713287,0.1603221855609329,0.18472188023767816,0.11621237653301375,0.14869879569173422,0.38790341206581314,0.4605273921629607
165,0.5531468531468532,0.6286713286713287,0.11922840199709034,0.18472188023767816,0.11583934835199237,0.14869879569173422,0.3899756865643162,0.4605273921629607
166,0.6006993006993007,0.6286713286713287,0.13182723231220772,0.18472188023767816,0.11390746344739368,0.1486987956917343,0.38566120848756963,0.46052739216296074
167,0.48811188811188816,0.6286713286713287,0.10667070653970398,0.18472188023767816,0.13025505653625893,0.14869879569173422,0.425629926932355,0.4605273921629607
168,0.5181818181818182,0.6286713286713287,0.10933917844191482,0.18472188023767816,0.12717859076105723,0.14869879569173422,0.4224004549888402,0.46052739216296074
169,0.48531468531468536,0.6286713286713287,0.10845302774891029,0.18472188023767816,0.1319874448078815,0.14869879569173422,0.43360832640245767,0.46052739216296074
170,0.5461538461538462,0.6286713286713287,0.11883021182830926,0.18472188023767816,0.11379403140759806,0.14869879569173425,0.38726179580572856,0.4605273921629607
171,0.4636363636363636,0.6286713286713287,0.09700095003994996,0.18472188023767816,0.14241782804347064,0.14869879569173425,0.4510145812073805,0.46052739216296074
172,0.5111888111888112,0.6286713286713287,0.11062457073227797,0.18472188023767816,0.1170163679428029,0.14869879569173422,0.39692686360986507,0.4605273921629606
173,0.6328671328671329,0.6286713286713287,0.14963435680460763,0.18472188023767816,0.10757353491759318,0.14869879569173422,0.37090122202408304,0.4605273921629606
174,0.6062937062937064,0.6286713286713287,0.13302266734434265,0.18472188023767816,0.11080098058952456,0.14869879569173422,0.3783709253181845,0.4605273921629607
175,0.6104895104895105,0.6286713286713287,0.13399064021064613,0.18472188023767816,0.11812990911340078,0.14869879569173422,0.39722370241717386,0.4605273921629607
176,0.5804195804195804,0.6286713286713287,0.12426896608393834,0.18472188023767816,0.11423508204703019,0.14869879569173422,0.38934826173668274,0.4605273921629606
177,0.5125874125874126,0.6286713286713287,0.1074247963442643,0.18472188023767816,0.13419032434877193,0.14869879569173425,0.4325393753486391,0.46052739216296074
178,0.47622377622377626,0.6286713286713287,0.09917210077460815,0.18472188023767816,0.11970381814188334,0.14869879569173422,0.4003501964415889,0.4605273921629607
179,0.5517482517482517,0.6286713286713287,0.1170701654961217,0.18472188023767816,0.12466580384567075,0.14869879569173422,0.41160737822112364,0.4605273921629607
180,0.4755244755244755,0.6286713286713287,0.09924275639462722,0.18472188023767816,0.12807472579805346,0.1486987956917343,0.421252859665861,0.46052739216296074
181,0.5580419580419581,0.6286713286713287,0.12496150268655462,0.18472188023767816,0.11818100774045837,0.14869879569173425,0.39906822739770914,0.46052739216296074
182,0.5265734265734267,0.6286713286713287,0.11111013783631282,0.18472188023767816,0.11497062192357353,0.1486987956917343,0.3915049559197415,0.46052739216296074
183,0.5118881118881119,0.6286713286713287,0.11506094336996947,0.18472188023767816,0.13557758852401502,0.14869879569173422,0.4375351220841762,0.4605273921629607
184,0.534965034965035,0.6286713286713287,0.11510363169111654,0.18472188023767816,0.11886306721134055,0.14869879569173422,0.39814290749749387,0.4605273921629606
